complaint_id,customer_id,complaint_date,category,severity,status,resolution_days
CP1925,C10512,2025-08-07,Delivery,Low,Resolved,28
CP1926,C10397,2026-01-10,Pricing,Low,Resolved,24
CP1927,C10848,2025-09-09,Delivery,Low,Resolved,21
CP1928,C10014,2025-04-24,Service,Medium,Pending,7
CP1929,C10107,2025-12-14,Pricing,Low,Open,9
CP1930,C10647,2025-05-25,Payment,Medium,Pending,17
CP1931,C10444,2025-10-09,Service,Low,Resolved,15
CP1932,C10518,2026-04-22,Pricing,Low,Resolved,30
CP1933,C10840,2026-01-03,Service,Low,Resolved,9
CP1934,C10870,2026-08-25,Payment,Low,Pending,10
CP1935,C10053,2026-05-12,Delivery,Low,Resolved,27
CP1936,C10348,2025-09-06,Delivery,High,Open,13
CP1937,C10017,2026-02-16,Service,Low,Resolved,13
CP1938,C10676,2026-06-03,Service,High,Open,25
CP1939,C10212,2025-10-15,Technical,High,Pending,11
CP1940,C10372,2025-10-13,Delivery,Medium,Resolved,8
CP1941,C10920,2025-04-03,Pricing,Low,Resolved,19
CP1942,C10095,2026-05-29,Payment,Medium,Resolved,29
CP1943,C10009,2025-07-14,Delivery,Low,Resolved,9
CP1944,C10651,2025-03-21,Pricing,Medium,Open,22
CP1945,C10244,2025-08-31,Service,Low,Resolved,2
CP1946,C10320,2025-03-01,Delivery,Low,Resolved,7
CP1947,C10442,2025-07-06,Payment,High,Pending,2
CP1948,C10985,2025-04-18,Account,Low,Open,10
CP1949,C10338,2025-11-25,Account,Medium,Resolved,26
CP1950,C10853,2025-04-03,Service,Low,Open,12
CP1951,C10934,2025-09-07,Payment,Low,Pending,16
CP1952,C10950,2025-08-01,Account,Medium,Resolved,16
CP1953,C10310,2026-04-30,Payment,Low,Pending,5
CP1954,C10263,2026-05-18,Technical,Medium,Resolved,25
CP1955,C10933,2025-07-15,Delivery,High,Open,26
CP1956,C10933,2025-12-13,Account,Medium,Resolved,17
CP1957,C10115,2026-06-16,Service,Medium,Resolved,9
CP1958,C10866,2026-02-20,Delivery,Medium,Resolved,6
CP1959,C10634,2026-07-16,Payment,Medium,Resolved,22
CP1960,C10756,2026-03-12,Payment,Low,Resolved,11
CP1961,C10045,2025-05-06,Account,High,Open,4
CP1962,C10892,2026-04-09,Pricing,Medium,Pending,30
CP1963,C10788,2025-02-14,Service,Low,Resolved,25
CP1964,C10327,2026-02-23,Payment,Low,Resolved,9
CP1965,C10616,2025-02-01,Technical,High,Resolved,19
CP1966,C10902,2026-02-21,Account,Low,Open,30
CP1967,C10063,2025-04-09,Service,Medium,Pending,6
CP1968,C10315,2025-08-19,Payment,Low,Resolved,4
CP1969,C10238,2025-10-25,Delivery,Medium,Resolved,24
CP1970,C10405,2025-09-12,Delivery,Low,Open,4
CP1971,C10791,2025-11-12,Payment,Medium,Open,3
CP1972,C10753,2025-06-23,Delivery,High,Resolved,15
CP1973,C10006,2025-10-16,Delivery,Low,Resolved,16
CP1974,C10201,2025-10-19,Account,Medium,Resolved,18
CP1975,C10396,2025-07-21,Payment,Medium,Resolved,29
CP1976,C10732,2026-03-10,Payment,Medium,Resolved,1
CP1977,C10013,2026-03-08,Delivery,Medium,Resolved,5
CP1978,C10608,2025-01-23,Payment,Medium,Resolved,23
CP1979,C10775,2026-03-07,Technical,Low,Open,10
CP1980,C10416,2026-07-10,Pricing,Low,Pending,27
CP1981,C10457,2025-09-27,Payment,Medium,Resolved,22
CP1982,C10991,2025-09-24,Pricing,Low,Resolved,8
CP1983,C10085,2025-11-16,Delivery,Low,Resolved,9
CP1984,C10531,2026-02-09,Payment,Medium,Resolved,24
CP1985,C10908,2025-08-02,Service,Low,Open,3
CP1986,C10283,2026-07-18,Technical,Low,Resolved,5
CP1987,C10358,2025-06-09,Service,High,Open,26
CP1988,C10416,2026-06-25,Delivery,Medium,Open,3
CP1989,C10551,2026-03-14,Service,Low,Open,1
CP1990,C10599,2025-07-26,Service,Medium,Resolved,22
CP1991,C10066,2025-10-02,Service,Low,Resolved,8
CP1992,C10695,2026-07-21,Pricing,Medium,Resolved,30
CP1993,C10109,2025-01-17,Pricing,Medium,Open,12
CP1994,C10038,2025-09-24,Service,Low,Pending,23
CP1995,C10526,2026-01-23,Account,Low,Resolved,27
CP1996,C10355,2026-05-11,Delivery,Low,Pending,19
CP1997,C10713,2025-02-10,Account,Low,Resolved,13
CP1998,C10996,2025-05-13,Technical,Medium,Resolved,2
CP1999,C10491,2025-08-03,Delivery,Medium,Resolved,4
CP2000,C10825,2026-07-15,Service,Medium,Resolved,8
CP2001,C10611,2026-06-29,Delivery,Low,Open,4
CP2002,C10748,2026-03-24,Delivery,Low,Pending,23
CP2003,C10667,2025-05-28,Technical,Low,Pending,20
CP2004,C10372,2025-04-12,Pricing,Low,Resolved,30
CP2005,C10521,2025-12-05,Pricing,High,Open,16
CP2006,C10868,2026-01-10,Service,Low,Pending,3
CP2007,C10447,2025-10-02,Technical,Low,Resolved,12
CP2008,C10616,2026-05-18,Service,Medium,Resolved,28
CP2009,C10348,2025-01-16,Delivery,Low,Resolved,16
CP2010,C10534,2025-08-13,Technical,Low,Resolved,16
CP2011,C10447,2025-07-03,Account,Medium,Open,27
CP2012,C10702,2025-05-23,Delivery,Medium,Resolved,8
CP2013,C10467,2026-07-12,Pricing,Low,Resolved,20
CP2014,C10009,2025-05-02,Service,Medium,Resolved,8
CP2015,C10339,2025-04-05,Account,Low,Resolved,24
CP2016,C10668,2026-06-12,Delivery,Medium,Resolved,8
CP2017,C10076,2025-10-29,Delivery,High,Pending,26
CP2018,C10893,2025-10-08,Pricing,Low,Resolved,29
CP2019,C10175,2025-08-15,Delivery,High,Pending,8
CP2020,C10483,2025-03-15,Pricing,Medium,Resolved,4
CP2021,C10513,2026-06-23,Pricing,Medium,Pending,20
CP2022,C10664,2025-10-21,Delivery,Medium,Resolved,13
CP2023,C10693,2025-07-22,Payment,Medium,Resolved,19
CP2024,C10915,2025-08-03,Service,Low,Resolved,14
CP2025,C10345,2025-08-28,Account,Low,Resolved,17
CP2026,C10006,2025-06-11,Service,Low,Resolved,27
CP2027,C10779,2025-04-26,Technical,Medium,Open,27
CP2028,C10677,2026-05-26,Delivery,Medium,Resolved,23
CP2029,C10652,2026-04-11,Delivery,Low,Pending,16
CP2030,C10133,2025-04-16,Payment,Low,Resolved,23
CP2031,C10179,2025-04-22,Technical,Low,Resolved,21
CP2032,C10075,2025-08-31,Pricing,Low,Pending,16
CP2033,C10122,2025-05-12,Pricing,Low,Resolved,8
CP2034,C10066,2025-06-03,Pricing,Low,Open,20
CP2035,C10125,2026-08-12,Delivery,Medium,Open,24
CP2036,C10702,2026-05-03,Technical,Medium,Resolved,1
CP2037,C10582,2026-06-22,Delivery,Low,Resolved,2
CP2038,C10372,2025-01-22,Account,Low,Resolved,24
CP2039,C10961,2025-03-23,Service,Low,Resolved,5
CP2040,C10746,2026-01-07,Service,Low,Resolved,5
CP2041,C10479,2026-03-31,Account,Low,Resolved,27
CP2042,C10895,2025-12-12,Pricing,Low,Open,16
CP2043,C10125,2026-03-01,Delivery,High,Open,28
CP2044,C10735,2025-10-29,Delivery,Low,Pending,9
CP2045,C10389,2026-03-17,Pricing,High,Resolved,10
CP2046,C10046,2026-05-15,Pricing,Medium,Pending,13
CP2047,C10272,2025-09-22,Account,Low,Pending,17
CP2048,C10942,2026-04-19,Pricing,Medium,Open,15
CP2049,C10940,2025-03-18,Account,Low,Resolved,20
CP2050,C10982,2026-03-26,Service,Medium,Open,27
CP2051,C10295,2026-01-29,Pricing,Low,Open,26
CP2052,C10024,2025-06-21,Pricing,Low,Pending,17
CP2053,C10522,2026-04-19,Account,Medium,Open,1
CP2054,C10875,2025-07-16,Service,Medium,Resolved,28
CP2055,C10652,2026-07-20,Technical,Low,Resolved,29
CP2056,C10628,2025-01-31,Pricing,Low,Resolved,7
CP2057,C10644,2025-07-17,Pricing,Medium,Resolved,4
CP2058,C10555,2026-06-01,Delivery,Medium,Resolved,15
CP2059,C10235,2026-02-09,Delivery,High,Pending,13
CP2060,C10285,2025-12-30,Delivery,High,Resolved,25
CP2061,C10579,2025-11-04,Account,Medium,Pending,4
CP2062,C10321,2025-06-17,Payment,Low,Resolved,23
CP2063,C10936,2025-04-19,Payment,High,Resolved,30
CP2064,C10557,2025-09-20,Pricing,Low,Resolved,11
CP2065,C10052,2025-12-05,Service,Low,Resolved,8
CP2066,C10361,2026-01-24,Service,Medium,Pending,30
CP2067,C10227,2026-07-05,Delivery,Medium,Resolved,27
CP2068,C10232,2026-01-21,Technical,Low,Resolved,25
CP2069,C10135,2025-09-07,Pricing,Medium,Open,1
CP2070,C10092,2025-08-06,Delivery,Medium,Pending,2
CP2071,C10833,2025-03-30,Payment,Medium,Open,3
CP2072,C10321,2025-07-03,Account,Low,Open,7
CP2073,C10952,2026-07-20,Technical,Medium,Open,17
CP2074,C10328,2025-01-25,Delivery,Low,Resolved,17
CP2075,C10670,2025-01-01,Payment,Low,Resolved,26
CP2076,C10357,2025-11-17,Account,Low,Resolved,1
CP2077,C10848,2026-01-30,Pricing,Low,Resolved,13
CP2078,C10782,2025-04-30,Service,High,Open,7
CP2079,C10980,2026-07-03,Account,Medium,Pending,19
CP2080,C10573,2025-12-06,Pricing,Medium,Pending,23
CP2081,C10629,2025-10-02,Technical,Medium,Resolved,27
CP2082,C10464,2025-08-05,Account,Medium,Resolved,16
CP2083,C10845,2026-06-28,Pricing,High,Open,19
CP2084,C10605,2025-10-03,Pricing,Medium,Resolved,9
CP2085,C10426,2026-07-05,Account,Medium,Resolved,26
CP2086,C10753,2026-01-02,Service,High,Resolved,3
CP2087,C10326,2026-08-17,Pricing,Medium,Resolved,27
CP2088,C10908,2026-04-08,Account,Medium,Resolved,2
CP2089,C10975,2025-11-16,Account,Medium,Open,3
CP2090,C10295,2025-11-12,Service,Medium,Pending,7
CP2091,C10654,2025-06-01,Pricing,Medium,Resolved,22
CP2092,C10552,2025-10-18,Delivery,Low,Resolved,18
CP2093,C10497,2026-01-17,Payment,Medium,Resolved,11
CP2094,C10728,2025-06-10,Delivery,High,Pending,10
CP2095,C10303,2026-08-21,Pricing,Medium,Resolved,12
CP2096,C10845,2025-11-19,Service,High,Resolved,13
CP2097,C10576,2025-06-06,Account,Medium,Open,29
CP2098,C10745,2026-07-27,Delivery,Medium,Resolved,16
CP2099,C10666,2025-12-06,Technical,Medium,Resolved,10
CP2100,C10044,2025-04-05,Technical,Low,Pending,17
CP2101,C10449,2026-03-03,Technical,Low,Open,13
CP2102,C10093,2025-08-06,Account,Medium,Pending,3
CP2103,C10852,2025-04-14,Payment,Medium,Resolved,8
CP2104,C10963,2025-12-28,Pricing,Medium,Pending,14
CP2105,C10367,2026-06-01,Payment,Low,Resolved,9
CP2106,C10897,2025-12-20,Payment,Medium,Resolved,30
CP2107,C10503,2025-05-05,Service,Medium,Resolved,21
CP2108,C10826,2026-05-30,Payment,Low,Resolved,22
CP2109,C10961,2026-02-16,Delivery,Medium,Resolved,28
CP2110,C10592,2025-11-04,Service,Low,Resolved,9
CP2111,C10166,2026-01-14,Service,High,Resolved,8
CP2112,C10692,2025-06-20,Service,Low,Resolved,21
CP2113,C10117,2026-02-24,Technical,Medium,Resolved,7
CP2114,C10430,2026-07-02,Delivery,Low,Resolved,1
CP2115,C10501,2026-04-30,Account,Low,Pending,8
CP2116,C10932,2025-06-12,Technical,High,Resolved,9
CP2117,C10387,2026-03-12,Payment,Medium,Pending,3
CP2118,C10027,2025-03-10,Pricing,Low,Resolved,8
CP2119,C10761,2026-04-07,Service,Low,Pending,13
CP2120,C10063,2026-02-04,Technical,Low,Resolved,14
CP2121,C10800,2026-02-16,Account,Medium,Open,22
CP2122,C10985,2025-06-22,Service,Medium,Open,30
CP2123,C10399,2026-01-01,Payment,Low,Resolved,22
CP2124,C10641,2026-04-27,Account,Low,Resolved,19
CP2125,C10747,2026-07-30,Service,High,Resolved,8
CP2126,C10386,2026-06-07,Payment,Medium,Pending,25
CP2127,C10891,2026-03-30,Technical,Medium,Resolved,5
CP2128,C10580,2026-02-14,Service,Low,Resolved,18
CP2129,C10104,2025-02-28,Account,Medium,Resolved,21
CP2130,C10456,2025-04-25,Account,Medium,Pending,24
CP2131,C10261,2026-01-28,Payment,Low,Resolved,23
CP2132,C10074,2025-03-25,Delivery,Low,Resolved,6
CP2133,C10423,2025-10-22,Pricing,Low,Open,11
CP2134,C10190,2026-03-15,Delivery,High,Resolved,24
CP2135,C10783,2025-05-25,Account,Low,Resolved,11
CP2136,C10425,2025-05-02,Account,High,Open,30
CP2137,C10220,2026-01-21,Pricing,Medium,Resolved,24
CP2138,C10578,2026-04-17,Payment,Medium,Resolved,28
CP2139,C10775,2026-03-01,Delivery,Low,Resolved,21
CP2140,C10058,2026-07-25,Delivery,Low,Open,17
CP2141,C10790,2025-06-02,Delivery,Medium,Resolved,22
CP2142,C10992,2025-08-03,Technical,Low,Resolved,15
CP2143,C10133,2025-07-11,Delivery,Low,Resolved,22
CP2144,C10882,2026-06-24,Payment,Low,Pending,2
CP2145,C10938,2026-07-31,Service,Low,Pending,19
CP2146,C10820,2025-01-11,Delivery,Low,Open,30
CP2147,C10303,2026-06-02,Service,Medium,Pending,10
CP2148,C10422,2025-12-02,Service,Low,Resolved,4
CP2149,C10935,2026-04-27,Pricing,Low,Open,8
CP2150,C10623,2025-10-17,Pricing,Medium,Open,4
CP2151,C10247,2025-11-28,Account,Medium,Resolved,5
CP2152,C10598,2026-03-23,Service,Medium,Resolved,16
CP2153,C10389,2025-10-22,Pricing,Medium,Resolved,20
CP2154,C10707,2026-08-27,Payment,Low,Resolved,11
CP2155,C10486,2026-04-12,Technical,High,Pending,17
CP2156,C10329,2025-03-11,Technical,Low,Open,17
CP2157,C10632,2025-06-17,Payment,Low,Resolved,8
CP2158,C10502,2025-01-04,Account,Low,Resolved,24
CP2159,C10715,2025-12-06,Pricing,Low,Pending,1
CP2160,C10602,2026-03-03,Payment,High,Open,9
CP2161,C10311,2025-12-25,Technical,High,Resolved,8
CP2162,C10346,2026-07-19,Pricing,High,Resolved,26
CP2163,C10870,2025-01-21,Pricing,Low,Resolved,25
CP2164,C10622,2026-06-26,Payment,Low,Pending,20
CP2165,C10329,2026-01-27,Technical,Low,Resolved,7
CP2166,C10321,2026-03-06,Service,Medium,Resolved,21
CP2167,C10249,2025-12-31,Delivery,Low,Resolved,25
CP2168,C10735,2025-10-21,Delivery,High,Resolved,16
CP2169,C10006,2025-10-26,Pricing,Low,Resolved,6
CP2170,C10543,2025-08-10,Pricing,Low,Open,3
CP2171,C10494,2025-10-07,Service,Low,Resolved,7
CP2172,C10554,2025-08-24,Payment,Low,Resolved,9
CP2173,C10911,2025-08-24,Delivery,Low,Resolved,6
CP2174,C10038,2026-04-10,Technical,Low,Open,12
CP2175,C10172,2025-06-27,Technical,Medium,Pending,26
CP2176,C10272,2025-02-25,Account,Low,Open,16
CP2177,C10494,2026-05-23,Account,Low,Resolved,2
CP2178,C10412,2025-01-22,Pricing,High,Resolved,4
CP2179,C10735,2026-01-07,Account,Low,Open,14
CP2180,C10506,2026-03-21,Delivery,Medium,Open,9
CP2181,C10347,2026-05-01,Payment,High,Resolved,4
CP2182,C10449,2026-05-20,Pricing,Low,Pending,28
CP2183,C10921,2025-11-19,Delivery,Medium,Resolved,16
CP2184,C10141,2025-09-18,Pricing,Low,Resolved,12
CP2185,C10342,2025-10-05,Delivery,Low,Open,11
CP2186,C10288,2026-03-31,Technical,Low,Resolved,12
CP2187,C10135,2025-01-19,Pricing,Low,Resolved,1
CP2188,C10925,2026-06-20,Technical,Low,Resolved,7
CP2189,C10221,2026-04-06,Payment,High,Resolved,16
CP2190,C10514,2025-10-20,Delivery,Low,Resolved,18
CP2191,C10043,2025-02-13,Pricing,Medium,Open,26
CP2192,C10082,2026-08-14,Pricing,Medium,Open,15
CP2193,C10815,2025-10-06,Technical,Low,Resolved,24
CP2194,C10880,2025-03-28,Account,Low,Resolved,11
CP2195,C10230,2026-08-26,Payment,Medium,Resolved,26
CP2196,C10235,2026-08-06,Payment,Low,Resolved,26
CP2197,C10908,2026-06-12,Service,Low,Open,12
CP2198,C10522,2025-11-07,Technical,High,Resolved,6
CP2199,C10556,2025-06-05,Payment,Low,Pending,26
CP2200,C10596,2025-03-21,Account,Medium,Pending,20
CP2201,C10025,2025-07-02,Account,Low,Resolved,2
CP2202,C10265,2025-07-14,Service,Medium,Resolved,19
CP2203,C10636,2026-03-22,Delivery,Medium,Resolved,20
CP2204,C10212,2026-05-28,Payment,Medium,Pending,20
CP2205,C10780,2025-07-12,Delivery,High,Pending,7
CP2206,C10678,2025-06-15,Delivery,Medium,Open,14
CP2207,C10109,2025-12-26,Technical,Medium,Resolved,6
CP2208,C10333,2025-12-06,Service,Low,Resolved,7
CP2209,C10908,2026-04-24,Account,Low,Resolved,21
CP2210,C10583,2025-04-21,Technical,Medium,Open,9
CP2211,C10491,2025-10-28,Delivery,High,Open,28
CP2212,C10847,2026-08-17,Account,Medium,Open,27
CP2213,C10319,2025-06-19,Payment,Medium,Open,29
CP2214,C10092,2025-12-11,Account,Medium,Resolved,23
CP2215,C10583,2025-10-25,Technical,Low,Open,13
CP2216,C10129,2025-12-29,Payment,Low,Resolved,7
CP2217,C10852,2025-04-26,Technical,Medium,Open,29
CP2218,C10420,2026-01-24,Service,Medium,Pending,30
CP2219,C10835,2025-10-09,Service,High,Open,16
CP2220,C10139,2025-02-07,Account,Low,Resolved,21
CP2221,C10098,2025-12-24,Technical,Medium,Resolved,26
CP2222,C10431,2025-10-06,Technical,High,Resolved,28
CP2223,C10255,2026-04-03,Payment,Medium,Open,28
CP2224,C10156,2026-05-10,Delivery,Low,Resolved,7
CP2225,C10457,2025-07-23,Technical,Low,Resolved,26
CP2226,C10307,2025-03-20,Technical,High,Open,11
CP2227,C10975,2026-08-22,Delivery,Low,Resolved,6
CP2228,C10028,2025-01-22,Account,Low,Resolved,8
CP2229,C10245,2025-03-26,Pricing,Low,Resolved,30
CP2230,C10265,2025-05-27,Service,Low,Resolved,24
CP2231,C10054,2025-11-01,Delivery,Low,Open,15
CP2232,C10770,2025-09-12,Pricing,Medium,Resolved,7
CP2233,C10491,2025-01-01,Technical,High,Open,29
CP2234,C10515,2026-05-29,Pricing,Medium,Resolved,5
CP2235,C10023,2025-11-04,Pricing,High,Resolved,26
CP2236,C10265,2025-04-02,Service,Low,Resolved,17
CP2237,C10886,2026-06-14,Service,Medium,Resolved,19
CP2238,C10417,2025-10-22,Account,Medium,Resolved,11
CP2239,C10380,2026-04-28,Payment,Medium,Resolved,3
CP2240,C10346,2025-12-13,Pricing,Low,Pending,28
CP2241,C10968,2025-04-05,Payment,Low,Resolved,3
CP2242,C10104,2025-11-04,Payment,Low,Resolved,11
CP2243,C10225,2025-04-08,Service,Low,Resolved,24
CP2244,C10770,2026-03-13,Service,Medium,Resolved,7
CP2245,C10995,2025-08-06,Pricing,Low,Resolved,2
CP2246,C10608,2025-12-25,Technical,Low,Resolved,5
CP2247,C10760,2025-08-11,Payment,Low,Pending,4
CP2248,C10861,2026-01-29,Technical,Low,Pending,5
CP2249,C10068,2025-05-29,Pricing,High,Resolved,7
CP2250,C10849,2026-05-05,Technical,Medium,Resolved,15
CP2251,C10610,2025-09-28,Payment,Medium,Resolved,22
CP2252,C10773,2026-01-21,Pricing,Medium,Resolved,16
CP2253,C10150,2025-09-11,Technical,High,Resolved,7
CP2254,C10159,2025-06-03,Payment,Low,Open,16
CP2255,C10875,2025-02-04,Service,High,Resolved,19
CP2256,C10526,2026-03-28,Technical,Low,Pending,10
CP2257,C10473,2026-07-06,Pricing,High,Pending,3
CP2258,C10999,2025-02-20,Delivery,Low,Open,19
CP2259,C10220,2025-11-27,Technical,High,Resolved,2
CP2260,C10761,2026-06-09,Pricing,Low,Open,27
CP2261,C10195,2025-06-19,Delivery,Medium,Resolved,9
CP2262,C10504,2026-02-22,Payment,Medium,Resolved,4
CP2263,C10165,2026-05-05,Account,Medium,Open,13
CP2264,C10536,2026-03-02,Service,Low,Open,17
CP2265,C10360,2025-09-06,Delivery,Medium,Resolved,24
CP2266,C10380,2025-10-06,Technical,Low,Open,3
CP2267,C10715,2025-08-14,Payment,Low,Resolved,16
CP2268,C10118,2025-04-16,Payment,High,Pending,26
CP2269,C10315,2026-04-16,Pricing,Medium,Pending,8
CP2270,C10970,2025-01-28,Pricing,Low,Resolved,26
CP2271,C10362,2025-06-13,Pricing,Medium,Resolved,17
CP2272,C10882,2025-06-01,Payment,Medium,Open,16
CP2273,C10715,2026-03-29,Delivery,Low,Pending,22
CP2274,C10453,2025-10-20,Service,Low,Resolved,14
CP2275,C10469,2026-02-21,Technical,Low,Resolved,27
CP2276,C10020,2026-05-04,Service,Low,Resolved,18
CP2277,C10637,2025-01-20,Service,High,Resolved,23
CP2278,C10661,2026-04-29,Account,High,Resolved,29
CP2279,C10073,2026-01-15,Service,Low,Resolved,12
CP2280,C10977,2025-09-09,Account,Medium,Resolved,7
CP2281,C10559,2025-01-16,Delivery,High,Open,1
CP2282,C10819,2025-07-09,Technical,Low,Pending,26
CP2283,C10206,2025-09-04,Technical,Low,Resolved,17
CP2284,C10518,2025-03-05,Service,High,Pending,20
CP2285,C10012,2025-07-27,Technical,Low,Open,24
CP2286,C10773,2026-06-01,Account,Low,Resolved,24
CP2287,C10440,2026-01-05,Delivery,Medium,Open,25
CP2288,C10941,2026-04-23,Technical,Medium,Resolved,30
CP2289,C10100,2026-08-15,Delivery,Medium,Resolved,18
CP2290,C10603,2026-06-13,Account,Low,Pending,22
CP2291,C10915,2026-03-14,Pricing,Medium,Resolved,7
CP2292,C10432,2025-01-16,Pricing,Low,Resolved,19
CP2293,C10928,2025-01-13,Payment,High,Resolved,25
CP2294,C10394,2025-09-06,Payment,Medium,Resolved,9
CP2295,C10230,2025-03-20,Technical,Low,Open,18
CP2296,C10086,2025-10-10,Service,Low,Resolved,2
CP2297,C10188,2025-04-12,Payment,Low,Resolved,19
CP2298,C10186,2025-12-29,Service,Low,Resolved,2
CP2299,C10066,2025-08-30,Delivery,Medium,Open,25
CP2300,C10536,2026-03-06,Service,High,Resolved,12
CP2301,C10240,2025-04-10,Payment,High,Resolved,5
CP2302,C10088,2025-03-27,Service,Low,Resolved,21
CP2303,C10636,2025-09-14,Delivery,Low,Open,26
CP2304,C10145,2026-02-01,Payment,Medium,Resolved,22
CP2305,C10993,2025-10-05,Service,Medium,Pending,9
CP2306,C10691,2025-08-04,Pricing,Low,Open,21
CP2307,C10064,2025-11-05,Technical,Low,Resolved,21
CP2308,C10473,2026-05-06,Payment,Medium,Pending,13
CP2309,C10231,2025-03-10,Delivery,Low,Resolved,28
CP2310,C10281,2026-06-05,Delivery,Medium,Resolved,20
CP2311,C10966,2026-04-10,Delivery,Medium,Open,1
CP2312,C10023,2025-10-06,Delivery,Low,Open,11
CP2313,C10130,2025-04-30,Payment,Medium,Resolved,16
CP2314,C10532,2025-08-22,Account,High,Resolved,8
CP2315,C10818,2025-04-15,Payment,Low,Open,25
CP2316,C10247,2026-08-02,Technical,Medium,Open,24
CP2317,C10439,2025-03-04,Payment,Low,Resolved,16
CP2318,C10524,2025-04-08,Account,Medium,Pending,11
CP2319,C10943,2025-03-25,Technical,Low,Open,29
CP2320,C10772,2025-10-09,Payment,High,Pending,5
CP2321,C10958,2026-02-18,Service,Low,Open,29
CP2322,C10523,2026-05-20,Pricing,High,Open,16
CP2323,C10262,2025-12-04,Service,Medium,Pending,4
CP2324,C10537,2025-03-18,Service,Low,Open,7
CP2325,C10268,2026-08-20,Technical,Medium,Resolved,11
CP2326,C10336,2025-06-20,Service,Medium,Pending,11
CP2327,C10249,2025-11-14,Technical,Medium,Pending,16
CP2328,C10331,2026-08-21,Account,Low,Resolved,4
CP2329,C10136,2026-06-28,Payment,Low,Resolved,10
CP2330,C10002,2025-09-29,Payment,Medium,Open,4
CP2331,C10610,2026-03-19,Pricing,High,Resolved,14
CP2332,C10134,2025-12-31,Pricing,Low,Open,24
CP2333,C10552,2026-08-22,Delivery,Low,Resolved,12
CP2334,C10506,2026-05-27,Payment,Low,Open,23
CP2335,C10201,2026-05-20,Account,Medium,Resolved,26
CP2336,C10099,2025-05-09,Account,High,Resolved,18
CP2337,C10509,2025-11-25,Payment,Medium,Resolved,2
CP2338,C10542,2026-03-27,Technical,High,Resolved,6
CP2339,C10648,2026-04-30,Technical,Medium,Resolved,12
CP2340,C10356,2026-01-22,Delivery,Low,Open,3
CP2341,C10377,2026-04-08,Payment,Medium,Pending,11
CP2342,C10360,2026-01-18,Payment,Low,Open,9
CP2343,C10062,2026-08-27,Account,Low,Resolved,13
CP2344,C10354,2025-02-07,Payment,Low,Resolved,28
CP2345,C10654,2025-10-15,Technical,Low,Pending,30
CP2346,C10743,2026-02-26,Technical,Low,Resolved,21
CP2347,C10637,2025-05-11,Service,Low,Open,27
CP2348,C10382,2025-07-18,Pricing,Low,Resolved,21
CP2349,C10911,2025-05-15,Pricing,Medium,Open,29
CP2350,C10441,2025-07-22,Payment,Low,Resolved,2
CP2351,C10062,2025-02-02,Pricing,High,Resolved,14
CP2352,C10687,2025-07-12,Delivery,Low,Open,18
CP2353,C10035,2025-04-23,Technical,Low,Pending,19
CP2354,C10238,2025-05-10,Service,Medium,Resolved,29
CP2355,C10186,2025-11-25,Payment,High,Resolved,23
CP2356,C10848,2026-01-07,Account,Medium,Open,9
CP2357,C10546,2025-07-25,Service,High,Open,25
CP2358,C10198,2026-07-30,Service,Medium,Resolved,27
CP2359,C10223,2026-01-07,Delivery,Low,Open,2
CP2360,C10528,2026-06-06,Account,Low,Resolved,10
CP2361,C10370,2026-08-17,Service,Low,Pending,24
CP2362,C10040,2025-09-28,Pricing,High,Resolved,30
CP2363,C10292,2026-09-01,Pricing,Low,Resolved,2
CP2364,C10803,2025-03-16,Technical,Low,Pending,5
CP2365,C10933,2025-07-15,Pricing,Low,Open,30
CP2366,C10914,2025-11-15,Technical,Medium,Resolved,5
CP2367,C10744,2025-02-22,Technical,Low,Resolved,21
CP2368,C10778,2026-02-27,Technical,Medium,Pending,5
CP2369,C10041,2026-08-14,Service,Low,Pending,14
CP2370,C10631,2025-10-11,Delivery,Low,Resolved,8
CP2371,C10687,2025-01-08,Service,Medium,Pending,2
CP2372,C10536,2025-02-21,Technical,Medium,Resolved,9
CP2373,C10459,2026-07-18,Technical,Low,Open,30
CP2374,C10584,2025-10-17,Delivery,High,Resolved,4
CP2375,C10290,2026-05-12,Technical,High,Resolved,30
CP2376,C10239,2025-12-15,Payment,Low,Resolved,25
CP2377,C10004,2026-07-06,Payment,Low,Resolved,9
CP2378,C10045,2026-02-06,Payment,Low,Resolved,9
CP2379,C10997,2026-07-05,Pricing,Low,Resolved,5
CP2380,C10318,2025-05-28,Technical,Low,Open,14
CP2381,C10669,2025-09-16,Account,Low,Open,8
CP2382,C10355,2025-03-25,Service,Low,Pending,27
CP2383,C10876,2026-01-06,Pricing,High,Pending,18
CP2384,C10416,2026-08-12,Technical,Low,Open,25
CP2385,C10915,2026-07-10,Delivery,Medium,Resolved,20
CP2386,C10515,2025-01-09,Payment,Low,Open,10
CP2387,C10739,2026-02-07,Service,Low,Open,10
CP2388,C10465,2025-07-29,Technical,Low,Open,12
CP2389,C10786,2026-04-20,Delivery,Low,Open,15
CP2390,C10948,2026-01-31,Pricing,Low,Resolved,19
CP2391,C10774,2025-01-29,Pricing,Low,Resolved,11
CP2392,C10645,2025-03-30,Payment,Medium,Resolved,17
CP2393,C10773,2025-12-21,Account,Low,Pending,7
CP2394,C10854,2025-01-16,Service,Low,Resolved,28
CP2395,C10365,2025-09-13,Account,Low,Pending,8
