call_id,customer_id,call_date,transcript,sentiment
CALL416,C10106,2026-08-11,Customer contacted support for general information.,Neutral
CALL417,C10401,2025-09-28,Customer contacted support for general information.,Neutral
CALL418,C10671,2026-05-06,Customer contacted support for general information.,Neutral
CALL419,C10121,2026-08-10,Customer contacted support for general information.,Neutral
CALL420,C10733,2025-07-17,Customer said they may consider another provider.,Negative
CALL421,C10148,2025-05-13,Customer complained about delayed service.,Negative
CALL422,C10343,2025-05-02,Customer expressed dissatisfaction with pricing.,Negative
CALL423,C10395,2025-11-22,Customer expressed dissatisfaction with pricing.,Negative
CALL424,C10773,2026-01-16,Customer appreciated the quick resolution.,Positive
CALL425,C10087,2026-05-18,Customer was satisfied with the service.,Positive
CALL426,C10038,2025-03-11,Customer was satisfied with the service.,Positive
CALL427,C10994,2026-01-08,Customer was satisfied with the service.,Positive
CALL428,C10574,2026-07-11,Customer reported repeated unresolved issues.,Negative
CALL429,C10166,2026-05-02,Customer appreciated the quick resolution.,Positive
CALL430,C10302,2025-11-05,Customer appreciated the quick resolution.,Positive
CALL431,C10701,2025-03-04,Customer contacted support for general information.,Neutral
CALL432,C10394,2025-02-19,Customer expressed dissatisfaction with pricing.,Negative
CALL433,C10080,2025-01-03,Customer reported repeated unresolved issues.,Negative
CALL434,C10709,2026-06-20,Customer was satisfied with the service.,Positive
CALL435,C10166,2025-03-19,Customer was satisfied with the service.,Positive
CALL436,C10842,2025-02-10,Customer expressed dissatisfaction with pricing.,Negative
CALL437,C10353,2025-01-26,Customer reported repeated unresolved issues.,Negative
CALL438,C10745,2025-06-03,Customer is happy with the product.,Positive
CALL439,C10325,2025-10-04,Customer appreciated the quick resolution.,Positive
CALL440,C10691,2025-08-27,Customer contacted support for general information.,Neutral
CALL441,C10856,2025-02-11,Customer complained about delayed service.,Negative
CALL442,C10608,2025-07-04,Customer complained about delayed service.,Negative
CALL443,C10734,2025-02-11,Customer is happy with the product.,Positive
CALL444,C10745,2026-08-26,Customer contacted support for general information.,Neutral
CALL445,C10812,2025-06-23,Customer appreciated the quick resolution.,Positive
CALL446,C10848,2025-04-14,Customer reported repeated unresolved issues.,Negative
CALL447,C10167,2025-02-23,Customer contacted support for general information.,Neutral
CALL448,C10989,2025-09-14,Customer is happy with the product.,Positive
CALL449,C10848,2025-12-20,Customer was satisfied with the service.,Positive
CALL450,C10570,2025-02-08,Customer contacted support for general information.,Neutral
CALL451,C10488,2026-07-28,Customer complained about delayed service.,Negative
CALL452,C10463,2025-08-14,Customer contacted support for general information.,Neutral
CALL453,C10607,2026-05-18,Customer was satisfied with the service.,Positive
CALL454,C10284,2025-11-24,Customer appreciated the quick resolution.,Positive
CALL455,C10124,2025-11-12,Customer was satisfied with the service.,Positive
CALL456,C10187,2025-09-06,Customer is happy with the product.,Positive
CALL457,C10790,2025-05-28,Customer appreciated the quick resolution.,Positive
CALL458,C10555,2026-06-10,Customer said they may consider another provider.,Negative
CALL459,C10471,2026-08-18,Customer said they may consider another provider.,Negative
CALL460,C10736,2026-01-11,Customer complained about delayed service.,Negative
CALL461,C10460,2025-05-04,Customer contacted support for general information.,Neutral
CALL462,C10608,2025-05-27,Customer was satisfied with the service.,Positive
CALL463,C10403,2026-07-15,Customer contacted support for general information.,Neutral
CALL464,C10431,2025-01-20,Customer contacted support for general information.,Neutral
CALL465,C10231,2025-10-14,Customer contacted support for general information.,Neutral
CALL466,C10051,2026-06-14,Customer is happy with the product.,Positive
CALL467,C10291,2026-01-17,Customer reported repeated unresolved issues.,Negative
CALL468,C10002,2026-08-05,Customer appreciated the quick resolution.,Positive
CALL469,C10344,2026-01-30,Customer was satisfied with the service.,Positive
CALL470,C10628,2025-09-03,Customer is happy with the product.,Positive
CALL471,C10238,2025-09-26,Customer appreciated the quick resolution.,Positive
CALL472,C10646,2026-04-29,Customer appreciated the quick resolution.,Positive
CALL473,C10468,2026-06-18,Customer is happy with the product.,Positive
CALL474,C10710,2025-10-06,Customer was satisfied with the service.,Positive
CALL475,C10283,2026-05-10,Customer appreciated the quick resolution.,Positive
CALL476,C10195,2025-11-28,Customer is happy with the product.,Positive
CALL477,C10107,2025-05-01,Customer contacted support for general information.,Neutral
CALL478,C10374,2026-08-02,Customer expressed dissatisfaction with pricing.,Negative
CALL479,C10590,2026-02-26,Customer was satisfied with the service.,Positive
CALL480,C10238,2025-04-17,Customer contacted support for general information.,Neutral
CALL481,C10432,2025-05-05,Customer expressed dissatisfaction with pricing.,Negative
CALL482,C10909,2025-11-09,Customer contacted support for general information.,Neutral
CALL483,C10614,2025-04-03,Customer appreciated the quick resolution.,Positive
CALL484,C10083,2025-12-24,Customer complained about delayed service.,Negative
CALL485,C10959,2025-12-29,Customer contacted support for general information.,Neutral
CALL486,C10316,2025-03-13,Customer appreciated the quick resolution.,Positive
CALL487,C10791,2025-03-03,Customer was satisfied with the service.,Positive
CALL488,C10512,2025-01-17,Customer was satisfied with the service.,Positive
CALL489,C10273,2026-08-10,Customer was satisfied with the service.,Positive
CALL490,C10374,2026-01-19,Customer was satisfied with the service.,Positive
CALL491,C10110,2025-12-02,Customer reported repeated unresolved issues.,Negative
CALL492,C10068,2025-03-13,Customer contacted support for general information.,Neutral
CALL493,C10878,2025-10-18,Customer contacted support for general information.,Neutral
CALL494,C10535,2026-08-08,Customer contacted support for general information.,Neutral
CALL495,C10687,2026-07-07,Customer was satisfied with the service.,Positive
CALL496,C10163,2025-10-10,Customer said they may consider another provider.,Negative
CALL497,C10857,2026-01-20,Customer expressed dissatisfaction with pricing.,Negative
CALL498,C10768,2025-04-18,Customer contacted support for general information.,Neutral
CALL499,C10633,2025-12-26,Customer contacted support for general information.,Neutral
CALL500,C10529,2025-01-31,Customer is happy with the product.,Positive
CALL501,C10188,2026-03-28,Customer appreciated the quick resolution.,Positive
CALL502,C10732,2026-02-02,Customer said they may consider another provider.,Negative
CALL503,C10954,2025-10-08,Customer was satisfied with the service.,Positive
CALL504,C10636,2026-02-26,Customer complained about delayed service.,Negative
CALL505,C10678,2025-02-05,Customer was satisfied with the service.,Positive
CALL506,C10944,2025-04-06,Customer was satisfied with the service.,Positive
CALL507,C10526,2025-07-22,Customer contacted support for general information.,Neutral
CALL508,C10925,2025-12-11,Customer was satisfied with the service.,Positive
CALL509,C10154,2026-01-20,Customer appreciated the quick resolution.,Positive
CALL510,C10545,2025-12-28,Customer contacted support for general information.,Neutral
CALL511,C10006,2026-05-15,Customer reported repeated unresolved issues.,Negative
CALL512,C10638,2025-09-30,Customer expressed dissatisfaction with pricing.,Negative
CALL513,C10007,2025-12-12,Customer is happy with the product.,Positive
CALL514,C10164,2026-02-04,Customer is happy with the product.,Positive
CALL515,C10029,2025-10-19,Customer appreciated the quick resolution.,Positive
CALL516,C10681,2025-04-23,Customer contacted support for general information.,Neutral
CALL517,C10351,2025-04-24,Customer said they may consider another provider.,Negative
CALL518,C10036,2026-08-30,Customer said they may consider another provider.,Negative
CALL519,C10975,2026-08-03,Customer was satisfied with the service.,Positive
CALL520,C10700,2026-03-22,Customer contacted support for general information.,Neutral
CALL521,C10206,2025-05-03,Customer is happy with the product.,Positive
CALL522,C10051,2026-04-11,Customer contacted support for general information.,Neutral
CALL523,C10900,2026-01-01,Customer said they may consider another provider.,Negative
CALL524,C10586,2025-08-20,Customer contacted support for general information.,Neutral
CALL525,C10413,2026-08-01,Customer contacted support for general information.,Neutral
CALL526,C10016,2025-09-12,Customer contacted support for general information.,Neutral
CALL527,C10769,2025-04-09,Customer appreciated the quick resolution.,Positive
CALL528,C10602,2025-08-20,Customer appreciated the quick resolution.,Positive
CALL529,C10375,2025-08-12,Customer is happy with the product.,Positive
CALL530,C10996,2025-01-05,Customer was satisfied with the service.,Positive
CALL531,C10594,2025-05-02,Customer appreciated the quick resolution.,Positive
CALL532,C10508,2026-08-03,Customer contacted support for general information.,Neutral
CALL533,C10561,2025-07-21,Customer appreciated the quick resolution.,Positive
CALL534,C10804,2025-02-06,Customer expressed dissatisfaction with pricing.,Negative
CALL535,C10724,2026-06-06,Customer is happy with the product.,Positive
CALL536,C10463,2026-08-14,Customer appreciated the quick resolution.,Positive
CALL537,C10781,2026-05-29,Customer contacted support for general information.,Neutral
CALL538,C10426,2025-03-12,Customer was satisfied with the service.,Positive
CALL539,C10873,2026-07-07,Customer complained about delayed service.,Negative
CALL540,C10211,2026-04-07,Customer contacted support for general information.,Neutral
CALL541,C10426,2025-12-18,Customer reported repeated unresolved issues.,Negative
CALL542,C10112,2025-02-24,Customer contacted support for general information.,Neutral
CALL543,C10577,2026-01-03,Customer is happy with the product.,Positive
CALL544,C10676,2026-05-10,Customer contacted support for general information.,Neutral
CALL545,C10333,2025-09-07,Customer reported repeated unresolved issues.,Negative
CALL546,C10100,2025-07-08,Customer said they may consider another provider.,Negative
CALL547,C10015,2026-08-24,Customer is happy with the product.,Positive
CALL548,C10753,2025-05-15,Customer appreciated the quick resolution.,Positive
CALL549,C10983,2026-04-17,Customer complained about delayed service.,Negative
CALL550,C10716,2026-02-19,Customer is happy with the product.,Positive
CALL551,C10552,2025-03-03,Customer appreciated the quick resolution.,Positive
CALL552,C10642,2026-02-01,Customer is happy with the product.,Positive
CALL553,C10928,2025-12-20,Customer complained about delayed service.,Negative
CALL554,C10768,2025-01-02,Customer contacted support for general information.,Neutral
CALL555,C10050,2025-07-28,Customer said they may consider another provider.,Negative
CALL556,C10173,2026-05-04,Customer is happy with the product.,Positive
CALL557,C10774,2025-01-05,Customer complained about delayed service.,Negative
CALL558,C10722,2026-06-08,Customer was satisfied with the service.,Positive
CALL559,C10478,2026-07-16,Customer was satisfied with the service.,Positive
CALL560,C10239,2025-09-19,Customer expressed dissatisfaction with pricing.,Negative
CALL561,C10708,2026-03-10,Customer was satisfied with the service.,Positive
CALL562,C10228,2025-12-17,Customer expressed dissatisfaction with pricing.,Negative
CALL563,C10726,2025-03-19,Customer is happy with the product.,Positive
CALL564,C10401,2025-02-26,Customer contacted support for general information.,Neutral
